Labdoo ID,Status,Hub,Edoovillage,Country,Serial number,Pick me up,Model,Date created,Wh,Dootrips,Notes
63120,S2,Labdoo Annahmestelle 47443 Moers: Interkulturelles Nachbarschaftsnetzwerk 55plus (Hub) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 12103 Berlin-Schöneberg: AfB gGmbH Shop Berlin,,Germany,xxx,no,ACER TravelMate P249 series,2026-04-07,47.88,,"Gespendet von Fa. Samedi GmbH aus Berlin, vielen Dank. Arbeitsspeicher vom Labdoo.org e.V."
63119,S0,Labdoo City Hub Barcelona - Biblioteca Sant Gervasi - Joan Maragall,,Spain,NXGP2EB00175108FC77200,yes,Acer Swift SF113-31 series N17P2,2026-04-07,0,,
63118,S2,Labdoo Annahmestelle 72805 Schwäbische Alb (Hub),,Germany,1D059164#,no,Toshiba Z030-16K,2026-04-07,45.288,,
63117,S2,Labdoo Annahmestelle 72805 Schwäbische Alb (Hub),,Germany,JAM498FCCA3R64,no,Samsung 350E,2026-04-07,48.84,,
63116,S2,Labdoo Annahmestelle 72805 Schwäbische Alb (Hub),,Germany,801176164,no,Lenovo Ideapad Z360,2026-04-07,57.5,,
63115,S3,Labdoo School Hub Vilafranca - Col·legi Vedruna Sant Elies,"Edoovillage #2243 - Kenya, Nairobi: Queens and Kings of Kibera",Spain,CND8331HXB,no,compaq C793ES,2026-04-07,0,,
63114,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),"Edoovillage #3065 - Sierra Leone, Makeni: Sam-Mary International Preparatory Academy",Germany,9S7179111221ZF7000069,no,msi GE72 MS1791,2026-04-07,48.84,#000005860,"gespendet von Lennard B. aus Berlin, vielen Dank."
63113,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),"Edoovillage #3065 - Sierra Leone, Makeni: Sam-Mary International Preparatory Academy",Sierra Leone,PF0Q9LAP,no,Lenovo IdeaPad 300-17ISK,2026-04-07,48.84,#000005860,"gespendet von Andre K. aus Vlotho, vielen Dank. Reparatur und Ersatzteile (größere Platte, Tastatur) vom Labdoo.org e.V. (Batterielaufzeit in % / condition, nicht Minuten)"
63112,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 40233 Düsseldorf - Flingern: AWISTA Kommunal Recyclinghof Flingern,"Edoovillage #3065 - Sierra Leone, Makeni: Sam-Mary International Preparatory Academy",Germany,3T0KL33,no,Dell Latitude 5500,2026-04-06,0,#000005860,"(Batterielaufzeit in % / condition, nicht Minuten)"
63111,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 47053 Duisburg Hochfeld: Recyclinghof Mitte Wirtschaftsbetriebe Duisburg / R(h)einladen,"Edoovillage #1841 - Germany, Baden-Württemberg: Sammelprojekt Digitale Teilhabe | COVID-19-DE",Germany,4ZBMTL3,no,Dell Latitude 3420,2026-04-06,48.84,#000005879,"(Batterielaufzeit in % / condition, nicht Minuten)"
63110,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 47053 Duisburg Hochfeld: Recyclinghof Mitte Wirtschaftsbetriebe Duisburg / R(h)einladen,"Edoovillage #3065 - Sierra Leone, Makeni: Sam-Mary International Preparatory Academy",Germany,8DW94F2,no,Dell Inspiron 13 5000 P69G,2026-04-06,48.84,#000005860,"(Batterielaufzeit in % / condition, nicht Minuten)"
63109,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),"Edoovillage #3065 - Sierra Leone, Makeni: Sam-Mary International Preparatory Academy",Germany,R90N841T,no,Lenovo Yoga 460,2026-04-06,48.84,#000005860,"gespendet von Gordon M. aus Denkendorf, vielen Dank. (Batterielaufzeit in % / condition, nicht Minuten)"
63108,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 47053 Duisburg Hochfeld: Recyclinghof Mitte Wirtschaftsbetriebe Duisburg / R(h)einladen,"Edoovillage #3065 - Sierra Leone, Makeni: Sam-Mary International Preparatory Academy",Germany,GCN0CV148049517,no,Asus F556U,2026-04-06,29.376,#000005860,"(Batterielaufzeit in % / condition, nicht Minuten)"
63107,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),"Edoovillage #3065 - Sierra Leone, Makeni: Sam-Mary International Preparatory Academy",Germany,CND5483ZTM,no,HP 15-ac120ng,2026-04-06,29.376,#000005860,"gespendet von Petrus vom SOS 1915 e.V., vielen Dank. Ersatzakku vom Labdoo.org e.V. (Batterielaufzeit in % / condition, nicht Minuten)"
63106,S2,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),,Germany,PF2XVYDT,no,Lenovo Thinkpad E14 Gen 4,2026-04-05,42.735,,Gespendet von der Chr. Hansen GmbH aus Nienburg. Vielen Dank.
63105,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 40233 Düsseldorf - Flingern: AWISTA Kommunal Recyclinghof Flingern,"Edoovillage #3065 - Sierra Leone, Makeni: Sam-Mary International Preparatory Academy",Germany,B8DGRV2,no,Dell Latitude 3510,2026-04-05,48.84,#000005860,"(Batterielaufzeit in % / condition, nicht Minuten)"
63104,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 40233 Düsseldorf - Flingern: AWISTA Kommunal Recyclinghof Flingern,"Edoovillage #1856 - Germany, Rheinland-Pfalz: Sammelprojekt Digitale Teilhabe | COVID-19-DE",Germany,H5KXN93,no,Dell Latitude 3510,2026-04-05,48.84,#000005880,"(Batterielaufzeit in % / condition, nicht Minuten)"
63103,S2,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),,Germany,PF2XWYQS,no,Lenovo Thinkpad E14 Gen 4,2026-04-04,42.735,,Gespendet von der Chr. Hansen GmbH aus Nienburg. Vielen Dank.
63102,S2,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 40233 Düsseldorf - Flingern: AWISTA Kommunal Recyclinghof Flingern,,Germany,DBSFGL3,no,Dell Latitude 3520,2026-04-04,48.84,,"(Batterielaufzeit in % / condition, nicht Minuten)"
63101,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 40233 Düsseldorf - Flingern: AWISTA Kommunal Recyclinghof Flingern,"Edoovillage #3066 - Cameroon, MUTENGENE-TIKO: SMILE AGAIN CUMMUNITY ASSOCIATION SACOA",Germany,C78XK33,no,Dell Latitude 5500,2026-04-04,0,#000005723,"(Batterielaufzeit in % / condition, nicht Minuten)"
63100,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),"Edoovillage #3065 - Sierra Leone, Makeni: Sam-Mary International Preparatory Academy",Germany,165PE6014370,no,Medion Akoya P7641 MD60093,2026-04-04,56.16,#000005860,"gespendet von Frank Michael K. / Vincenz T. aus Lübeck, vielen Dank. (Batterielaufzeit in % / condition, nicht Minuten)"
63099,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),"Edoovillage #3149 - Cameroon, Edea: Lycee Classique Edea | INEA eV",Cameroon,MP14RJPW,no,Lenovo Yoga 260,2026-04-04,48.84,#000005866,"(Batterielaufzeit in % / condition, nicht Minuten)"
63098,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 40233 Düsseldorf - Flingern: AWISTA Kommunal Recyclinghof Flingern,"Edoovillage #3066 - Cameroon, MUTENGENE-TIKO: SMILE AGAIN CUMMUNITY ASSOCIATION SACOA",Germany,4BXF4M2,no,Dell Latitude 5580,2026-04-04,48.84,#000005723,"Ladegerät vom Labdoo.org e.V. (Batterielaufzeit in % / condition, nicht Minuten)"
63097,S2,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 40233 Düsseldorf - Flingern: AWISTA Kommunal Recyclinghof Flingern,,Germany,GG31W93,no,Dell Latitude 3520,2026-04-04,48.84,,"(Batterielaufzeit in % / condition, nicht Minuten)"
63096,S2,Labdoo Annahmestelle 47443 Moers: Interkulturelles Nachbarschaftsnetzwerk 55plus (Hub) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 12103 Berlin-Schöneberg: AfB gGmbH Shop Berlin,,Germany,NXVE5EG00274308C0B7600,no,ACER TravelMate P249 series,2026-04-03,47.88,,"Gespendet von Fa. Samedi GmbH aus Berlin, vielen Dank. Arbeitsspeicher vom Labdoo.org e.V."
63095,S2,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),,Germany,PF47KL13,no,Lenovo Thinkpad E14 Gen 4,2026-04-03,57.04,,Gespendet von der Chr. Hansen GmbH aus Nienburg. Vielen Dank.
63094,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 88353 Kißlegg: APEG Automarkt im Allgäu GmbH,"Edoovillage #3066 - Cameroon, MUTENGENE-TIKO: SMILE AGAIN CUMMUNITY ASSOCIATION SACOA",Germany,MP14RJQC,no,Lenovo Yoga 260,2026-04-03,48.84,#000005723,"gespendet von Elma E., vielen Dank. (Batterielaufzeit in % / condition, nicht Minuten)"
63093,S2,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),,Germany,PF48JX2X,no,Lenovo Thinkpad E14 Gen 4,2026-04-03,57.04,,Gespendet von der Chr. Hansen GmbH aus Nienburg. Vielen Dank.
63092,S2,Labdoo Annahmestelle 47443 Moers: Interkulturelles Nachbarschaftsnetzwerk 55plus (Hub) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 12103 Berlin-Schöneberg: AfB gGmbH Shop Berlin,,Germany,MP19TFNK,no,LENOVO ThinkPad L570,2026-04-03,48.6,,"Gespendet von Fa. Samedi GmbH aus Berlin, vielen Dank. Akku defektScharnier rechts gebrochen"
63091,S2,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),,Germany,PF48W5ZT,no,Lenovo Thinkpad E14 Gen 4,2026-04-03,57.04,,Gespendet von der Chr. Hansen GmbH aus Nienburg. Vielen Dank.
63090,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 10999 Berlin: bUm GmbH,"Edoovillage #3066 - Cameroon, MUTENGENE-TIKO: SMILE AGAIN CUMMUNITY ASSOCIATION SACOA",Germany,C1MWH2UGJ1WL,no,Apple MacBook Air A1466,2026-04-03,48.84,#000005723,
63089,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 88353 Kißlegg: APEG Automarkt im Allgäu GmbH,"Edoovillage #3066 - Cameroon, MUTENGENE-TIKO: SMILE AGAIN CUMMUNITY ASSOCIATION SACOA",Germany,NXMHLEG002415014787200,no,Acer Aspire E1-772G,2026-04-03,48.84,#000005723,"gespendet von Elma E., vielen Dank. (Batterielaufzeit in % / condition, nicht Minuten)"
63088,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 88353 Kißlegg: APEG Automarkt im Allgäu GmbH,"Edoovillage #3066 - Cameroon, MUTENGENE-TIKO: SMILE AGAIN CUMMUNITY ASSOCIATION SACOA",Germany,CNU4269JMQ,no,HP EliteBook 850,2026-04-03,48.84,#000005723,"(Batterielaufzeit in % / condition, nicht Minuten)"
63087,S2,Labdoo Annahmestelle 47443 Moers: Interkulturelles Nachbarschaftsnetzwerk 55plus (Hub) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 12103 Berlin-Schöneberg: AfB gGmbH Shop Berlin,,Germany,NXVE5EG0027450170D7600,no,ACER TravelMate P249 series,2026-04-02,47.88,,"Gespendet von Fa. Samedi GmbH aus Berlin, vielen Dank. Arbeitsspeicher vom Labdoo.org e.V."
63086,S2,Labdoo Annahmestelle 47443 Moers: Interkulturelles Nachbarschaftsnetzwerk 55plus (Hub) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 12103 Berlin-Schöneberg: AfB gGmbH Shop Berlin,,Germany,NXVE5EG002745017017600,no,ACER TravelMate P249 series,2026-04-02,47.88,,"Gespendet von Fa. Samedi GmbH aus Berlin, vielen Dank. Arbeitsspeicher vom Labdoo.org e.V."
63085,S2,Labdoo Annahmestelle 47443 Moers: Interkulturelles Nachbarschaftsnetzwerk 55plus (Hub) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 12103 Berlin-Schöneberg: AfB gGmbH Shop Berlin,,Germany,NXVE5EG002745017027600,no,ACER TravelMate P249 series,2026-04-02,47.88,,"Gespendet von Fa. Samedi GmbH aus Berlin, vielen Dank. Arbeitsspeicher vom Labdoo.org e.V."
63084,S2,Labdoo Annahmestelle 47443 Moers: Interkulturelles Nachbarschaftsnetzwerk 55plus (Hub) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 12103 Berlin-Schöneberg: AfB gGmbH Shop Berlin,,Germany,C2BH533,no,DELL XPS 13 9300,2026-04-02,50.92,,"Gespendet von Fa. Samedi GmbH aus Berlin, vielen Dank."
63083,S2,Labdoo Annahmestelle 47443 Moers: Interkulturelles Nachbarschaftsnetzwerk 55plus (Hub) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),,Germany,PF0J8YTK,no,LENOVO ideapad 310 15ISK,2026-04-02,38.88,,"Gespendet von Witali D aus Düren, vielen Dank."
63082,S2,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),,Germany,PF4CYDFN,no,Lenovo Thinkpad E14 Gen 4,2026-04-02,57.04,,Gespendet von der Chr. Hansen GmbH aus Nienburg. Vielen Dank.
63081,S3,Labdoo City Hub Sant Cugat ,"Edoovillage #2243 - Kenya, Nairobi: Queens and Kings of Kibera",Spain,cnd80745dd,no,hp 250 g6 notebook,2026-04-02,0,#000005877,
63080,S0,Labdoo Annahmestelle 28203 Bremen: Helmut R Werner,,Germany,H7N0CX10238628E,no,ASUS R541U,2026-04-02,0,,
63079,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),"Edoovillage #3066 - Cameroon, MUTENGENE-TIKO: SMILE AGAIN CUMMUNITY ASSOCIATION SACOA",Germany,JXK1PX1,no,Dell Latitude E5530,2026-04-02,47.52,#000005723,"gespendet von Andreas Sch. aus Ebsdorfergrund, vielen Dank. Ersatzakku und -platte vom Labdoo.org e.V. (Batterielaufzeit in % / condition, nicht Minuten)"
63078,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),"Edoovillage #3066 - Cameroon, MUTENGENE-TIKO: SMILE AGAIN CUMMUNITY ASSOCIATION SACOA",Germany,5CD5394J9Z,no,HP 80FF,2026-04-02,47.52,#000005723,"gespendet vom Netzwerk Hospiz aus Traunstein, vielen Dank. (Batterielaufzeit in % / condition, nicht Minuten)"
63077,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),"Edoovillage #3066 - Cameroon, MUTENGENE-TIKO: SMILE AGAIN CUMMUNITY ASSOCIATION SACOA",Cameroon,C17QF4EQG940,no,Apple MacBook Air 13',2026-04-02,48.84,#000005723,"gespendet von Christina P., vielen Dank."
63076,T1,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 65719 Hofheim am Taunus: Tobias Schmidtke | Labdoo Annahmestelle 68307 Mannheim: IT-Consulting Engin Imal,"Edoovillage #3149 - Cameroon, Edea: Lycee Classique Edea | INEA eV",Germany,PF11RRNK,no,LENOVO ThinkPad L470,2026-04-02,48.4,#000005866,"Gespendet von der ANTIP-CONSULTING aus Eschborn, vielen Dank."
63075,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63074,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63073,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63072,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63071,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63070,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63069,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63068,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63067,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63066,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63065,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63064,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63063,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63062,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63061,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63060,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63059,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63058,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63057,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63056,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63055,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63054,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63053,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63052,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63051,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63050,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63049,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63048,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63047,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63046,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63045,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63044,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63043,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63042,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63041,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63040,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63039,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63038,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63037,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63036,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63035,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63034,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63033,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63032,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63031,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63030,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63029,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63028,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63027,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63026,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63025,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63024,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63023,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63022,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63021,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63020,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63019,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63018,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63017,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63016,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63015,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63014,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63013,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63012,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63011,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63010,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63009,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
63008,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2026-04-02,0,,"Donated by UNKNOWN, Switzerland (11-APR-2026) via NAME"
